"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop,Continent
USA,"790,009","25,373","42,350","1,775","71,832","675,827","13,634","2,387",128,"3,997,735","12,078",North America
Spain,"200,210","1,536","20,852",399,"80,587","98,771","7,371","4,282",446,"930,230","19,896",Europe
Italy,"181,228","2,256","24,114",454,"48,877","108,237","2,573","2,997",399,"1,398,024","23,122",Europe
France,"155,383","2,489","20,265",547,"37,409","97,709","5,683","2,380",310,"463,662","7,103",Europe
Germany,"146,777","1,035","4,802",160,"91,500","50,475","2,889","1,752",57,"1,728,357","20,629",Europe
UK,"124,743","4,676","16,509",449,N/A,"107,890","1,559","1,838",243,"501,379","7,386",Europe
Turkey,"90,980","4,674","2,140",123,"13,430","75,410","1,909","1,079",25,"673,980","7,991",Asia
Iran,"83,505","1,294","5,209",91,"59,273","19,023","3,389",994,62,"353,012","4,203",Asia
Russia,"47,121","4,268",405,44,"3,446","43,270",700,323,3,"2,053,319","14,070",Europe
Brazil,"40,581","1,927","2,575",113,"22,130","15,876","7,919",191,12,"62,985",296,South America
Belgium,"39,983","1,487","5,828",145,"8,895","25,260","1,071","3,450",503,"161,896","13,969",Europe
Canada,"36,670","1,614","1,680",93,"12,197","22,793",557,972,45,"549,349","14,555",North America
Netherlands,"33,405",750,"3,751",67,250,"29,404","1,158","1,950",219,"171,415","10,004",Europe
Switzerland,"27,944",204,"1,429",36,"18,600","7,915",386,"3,229",165,"224,442","25,933",Europe
Portugal,"20,863",657,735,21,610,"19,518",215,"2,046",72,"235,878","23,133",Europe
India,"18,539",924,592,33,"3,273","14,674",,13,0.4,"401,586",291,Asia
Peru,"16,325",697,445,45,"6,968","8,912",385,495,13,"148,011","4,489",South America
Ireland,"15,652",401,687,77,77,"14,888",294,"3,170",139,"90,646","18,358",Europe
Austria,"14,795",46,470,18,"10,631","3,694",194,"1,643",52,"182,949","20,313",Europe
Sweden,"14,777",392,"1,580",40,550,"12,647",521,"1,463",156,"74,600","7,387",Europe
Israel,"13,713",222,177,5,"4,049","9,487",149,"1,584",20,"240,303","27,763",Asia
Japan,"10,797",,236,,"1,159","9,402",217,85,2,"112,816",892,Asia
S. Korea,"10,674",13,236,2,"8,114","2,324",55,208,5,"563,035","10,982",Asia
Chile,"10,507",419,139,6,"4,676","5,692",377,550,7,"118,827","6,216",South America
Saudi Arabia,"10,484","1,122",103,6,"1,490","8,891",88,301,3,"180,000","5,170",Asia
Ecuador,"10,128",660,507,33,"1,150","8,471",124,574,29,"32,453","1,839",South America
Poland,"9,593",306,380,20,"1,133","8,080",160,253,10,"214,236","5,661",Europe
Romania,"8,936",190,478,27,"2,017","6,441",261,465,25,"98,491","5,120",Europe
Pakistan,"8,418",70,176,8,"1,970","6,272",46,38,0.8,"104,302",472,Asia
Mexico,"8,261",764,686,36,"2,627","4,948",207,64,5,"49,570",384,North America
Singapore,"8,014","1,426",11,,801,"7,202",23,"1,370",2,"94,796","16,203",Asia
Denmark,"7,515",131,364,9,"4,312","2,839",84,"1,297",63,"96,244","16,616",Europe
UAE,"7,265",484,43,2,"1,360","5,862",1,735,4,"767,000","77,550",Asia
Norway,"7,156",78,181,16,32,"6,943",58,"1,320",33,"143,255","26,425",Europe
Czechia,"6,900",154,194,8,"1,559","5,147",84,644,18,"172,123","16,073",Europe
Indonesia,"6,760",185,590,8,747,"5,423",,25,2,"43,749",160,Asia
Serbia,"6,630",312,125,3,870,"5,635",108,759,14,"41,812","4,785",Europe
Australia,"6,625",13,71,,"4,258","2,296",49,260,3,"431,734","16,931",Australia/Oceania
Philippines,"6,459",200,428,19,613,"5,418",1,59,4,"59,928",547,Asia
Belarus,"6,264","1,485",51,4,514,"5,699",92,663,5,"102,556","10,853",Europe
Qatar,"6,015",567,9,1,555,"5,451",37,"2,088",3,"64,620","22,429",Asia
Ukraine,"5,710",261,151,10,359,"5,200",45,131,3,"58,093","1,328",Europe
Malaysia,"5,425",36,89,,"3,295","2,041",45,168,3,"108,216","3,344",Asia
Dominican Republic,"4,964",284,235,9,416,"4,313",128,458,22,"57,809","5,329",North America
Panama,"4,467",194,126,6,165,"4,176",98,"1,035",29,"19,091","4,425",North America
Colombia,"3,977",185,189,10,804,"2,984",98,78,4,"62,746","1,233",South America
Finland,"3,868",85,98,4,"2,000","1,770",67,698,18,"59,200","10,685",Europe
Luxembourg,"3,558",8,75,2,637,"2,846",32,"5,684",120,"33,798","53,992",Europe
Egypt,"3,333",189,250,11,821,"2,262",,33,2,"55,000",537,Africa
South Africa,"3,300",142,58,4,"1,055","2,187",36,56,1.0,"121,510","2,049",Africa
Morocco,"3,046",191,143,2,350,"2,553",1,83,4,"16,386",444,Africa
Bangladesh,"2,948",492,101,10,85,"2,762",1,18,0.6,"26,604",162,Asia
Argentina,"2,941",,136,2,737,"2,068",123,65,3,"34,568",765,South America
Thailand,"2,792",27,47,,"1,999",746,61,40,0.7,"142,589","2,043",Asia
Algeria,"2,718",89,384,9,"1,099","1,235",40,62,9,"6,500",148,Africa
Moldova,"2,548",76,70,3,457,"2,021",212,632,17,"11,763","2,916",Europe
Greece,"2,245",10,116,3,269,"1,860",61,215,11,"54,344","5,214",Europe
Kuwait,"1,995",80,9,2,367,"1,619",39,467,2,,,Asia
Hungary,"1,984",68,199,10,267,"1,518",60,205,21,"48,057","4,975",Europe
Bahrain,"1,907",26,7,,769,"1,131",2,"1,121",4,"89,225","52,437",Asia
Croatia,"1,881",10,47,,771,"1,063",18,458,11,"26,610","6,482",Europe
Kazakhstan,"1,852",176,19,2,447,"1,386",22,99,1,"117,949","6,282",Asia
Iceland,"1,773",2,10,1,"1,362",401,4,"5,196",29,"43,143","126,429",Europe
Uzbekistan,"1,627",62,5,,261,"1,361",8,49,0.1,"136,000","4,063",Asia
Iraq,"1,574",35,82,,"1,043",449,,39,2,"59,055","1,468",Asia
Estonia,"1,535",7,40,,165,"1,330",9,"1,157",30,"40,930","30,855",Europe
New Zealand,"1,440",9,12,,974,454,2,299,2,"86,305","17,897",Australia/Oceania
Azerbaijan,"1,436",38,19,,791,626,16,142,2,"95,747","9,443",Asia
Oman,"1,410",144,7,,238,"1,165",3,276,1,,,Asia
Armenia,"1,339",48,22,2,580,737,30,452,7,"13,373","4,513",Asia
Slovenia,"1,335",5,77,3,193,"1,065",26,642,37,"41,802","20,107",Europe
Lithuania,"1,326",28,37,2,242,"1,047",17,487,14,"66,352","24,374",Europe
Bosnia and Herzegovina,"1,309",24,49,1,381,879,4,399,15,"18,538","5,650",Europe
North Macedonia,"1,225",18,54,3,200,971,9,588,26,"11,870","5,697",Europe
Slovakia,"1,173",12,13,1,251,909,8,215,2,"46,734","8,560",Europe
Cameroon,"1,163",146,42,,305,816,33,44,2,,,Africa
Cuba,"1,087",52,36,2,285,766,9,96,3,"28,598","2,525",North America
Ghana,"1,042",,9,,99,934,4,34,0.3,"68,591","2,207",Africa
Afghanistan,"1,026",30,36,3,135,855,7,26,0.9,"6,422",165,Asia
Hong Kong,"1,026",,4,,630,392,8,137,0.5,"131,786","17,579",Asia
Bulgaria,929,35,43,1,167,719,34,134,6,"26,417","3,802",Europe
Tunisia,884,5,38,,148,698,34,75,3,"17,287","1,463",Africa
Ivory Coast,847,,9,,260,578,,32,0.3,,,Africa
Djibouti,846,,2,,102,742,,856,2,"8,144","8,243",Africa
Cyprus,772,5,12,,81,679,15,639,10,"34,087","28,233",Asia
Latvia,739,12,5,,88,646,5,392,3,"36,668","19,440",Europe
Andorra,717,4,37,1,248,432,17,"9,280",479,"1,673","21,653",Europe
Diamond Princess,712,,13,,644,55,7,,,,,
Lebanon,677,4,21,,103,553,27,99,3,"20,929","3,066",Asia
Nigeria,665,38,22,1,188,455,2,3,0.1,"7,153",35,Africa
Costa Rica,662,2,6,1,124,532,8,130,1,"10,879","2,136",North America
Niger,648,,20,,117,511,,27,0.8,"4,715",195,Africa
Albania,584,22,26,,327,231,5,203,9,"5,775","2,007",Europe
Burkina Faso,581,5,38,2,357,186,,28,2,,,Africa
Guinea,579,,5,,87,487,,44,0.4,,,Africa
Kyrgyzstan,568,14,7,2,201,360,5,87,1,"26,147","4,008",Asia
Bolivia,564,44,33,1,31,500,3,48,3,"3,569",306,South America
Uruguay,528,11,10,,298,220,13,152,3,"13,207","3,802",South America
Channel Islands,488,,24,3,73,391,,"2,807",138,"3,320","19,095",Europe
Honduras,477,5,46,,25,406,10,48,5,"2,535",256,North America
San Marino,462,1,39,,61,362,4,"13,616","1,149","1,726","50,868",Europe
Palestine,449,10,3,,71,375,,88,0.6,"17,329","3,397",Asia
Malta,431,4,3,,126,302,2,976,7,"24,919","56,436",Europe
Jordan,425,8,7,,282,136,5,42,0.7,"29,000","2,842",Asia
Taiwan,422,2,6,,203,213,,18,0.3,"53,632","2,252",Asia
Réunion,408,,,,237,171,4,456,,,,Africa
Georgia,402,8,4,,95,303,6,101,1,"7,611","1,908",Asia
Senegal,377,10,5,2,235,137,1,23,0.3,,,Africa
DRC,332,5,25,,27,280,,4,0.3,,,Africa
Mauritius,328,,9,,224,95,3,258,7,"9,755","7,670",Africa
Montenegro,312,4,5,,88,219,7,497,8,"3,874","6,168",Europe
Sri Lanka,304,33,7,,98,199,1,14,0.3,"6,463",302,Asia
Isle of Man,300,2,9,3,200,91,15,"3,528",106,"2,509","29,506",Europe
Guatemala,289,32,7,,21,261,3,16,0.4,"7,200",402,North America
Kenya,281,11,14,,69,198,2,5,0.3,"13,872",258,Africa
Mayotte,271,,4,,117,150,5,993,15,"1,850","6,781",Africa
Vietnam,268,,,,214,54,8,3,,"206,253","2,119",Asia
Venezuela,256,,9,,117,130,4,9,0.3,"336,169","11,822",South America
Tanzania,254,84,10,3,11,233,4,4,0.2,,,Africa
Mali,246,22,14,,56,176,,12,0.7,,,Africa
Somalia,237,73,8,1,4,225,2,15,0.5,,,Africa
El Salvador,218,17,7,,46,165,2,34,1,"12,210","1,882",North America
Paraguay,208,2,8,,46,154,1,29,1,"4,950",694,South America
Jamaica,196,23,5,,27,164,,66,2,"1,809",611,North America
Faeroe Islands,185,,,,176,9,,"3,786",,"6,021","123,222",Europe
Martinique,163,,12,,73,78,11,434,32,,,North America
Congo,160,17,6,,16,138,,29,1,,,Africa
Guadeloupe,148,,8,,73,67,13,370,20,,,North America
Rwanda,147,,,,76,71,,11,,"6,959",537,Africa
Brunei,138,,1,,116,21,2,315,2,"11,633","26,591",Asia
Gibraltar,132,,,,120,12,1,"3,918",,"1,912","56,751",Europe
Cambodia,122,,,,107,15,1,7,,"5,768",345,Asia
Madagascar,121,,,,41,80,1,4,,"2,357",85,Africa
Myanmar,117,6,5,,7,105,,2,0.09,"4,786",88,Asia
Trinidad and Tobago,114,,8,,21,85,,81,6,"1,335",954,North America
Ethiopia,111,3,3,,16,92,1,1.0,0.03,"7,953",69,Africa
Gabon,109,,1,,7,101,,49,0.4,572,257,Africa
Liberia,99,8,8,,7,84,,20,2,,,Africa
Aruba,97,,2,,49,46,4,909,19,"1,442","13,506",North America
French Guiana,97,1,1,1,69,27,2,325,3,,,South America
Monaco,94,,3,,23,68,3,"2,395",76,,,Europe
Sudan,92,26,12,2,8,72,,2,0.3,,,Africa
Bermuda,86,,5,,35,46,10,"1,381",80,638,"10,244",North America
Togo,84,,6,1,53,25,,10,0.7,"4,381",529,Africa
Liechtenstein,81,,1,,55,25,,"2,124",26,900,"23,605",Europe
Equatorial Guinea,79,,,,7,72,,56,,854,609,Africa
Barbados,75,,5,,19,51,4,261,17,"1,035","3,602",North America
Maldives,69,17,,,16,53,1,128,,"4,139","7,657",Asia
Sint Maarten,67,,10,,12,45,6,"1,563",233,163,"3,802",North America
Cabo Verde,67,6,1,,1,65,,121,2,,,Africa
Cayman Islands,66,5,1,,7,58,3,"1,004",15,778,"11,838",North America
Guyana,65,,7,,9,49,4,83,9,322,409,South America
Zambia,65,4,3,,35,27,1,4,0.2,"2,586",141,Africa
Bahamas,60,,9,,11,40,1,153,23,,,North America
French Polynesia,56,1,,,19,37,1,199,,"1,515","5,393",Australia/Oceania
Uganda,56,1,,,38,18,,1,,"12,565",275,Africa
Benin,54,19,1,,27,26,,4,0.08,,,Africa
Libya,51,,1,,11,39,,7,0.1,725,106,Africa
Guinea-Bissau,50,,,,3,47,,25,,"1,500",762,Africa
Haiti,47,,3,,,44,,4,0.3,498,44,North America
Macao,45,,,,22,23,1,69,,,,Asia
Sierra Leone,43,8,,,6,37,,5,,,,Africa
Syria,39,,3,,5,31,,2,0.2,,,Asia
Eritrea,39,,,,3,36,,11,,,,Africa
Mozambique,39,,,,8,31,,1,,"1,037",33,Africa
Saint Martin,37,,2,,19,16,5,957,52,,,North America
Chad,33,,,,8,25,,2,,,,Africa
Mongolia,33,1,,,7,26,,10,,"1,554",474,Asia
Nepal,31,,,,4,27,,1,,"29,567","1,015",Asia
Zimbabwe,25,,3,,2,20,,2,0.2,"2,851",192,Africa
Angola,24,,2,,6,16,,0.7,0.06,,,Africa
Eswatini,24,2,1,,8,15,,21,0.9,714,615,Africa
Antigua and Barbuda,23,,3,,3,17,1,235,31,73,745,North America
Timor-Leste,22,3,,,1,21,,17,,,,Asia
Botswana,20,,1,,,19,,9,0.4,"4,432","1,885",Africa
Laos,19,,,,2,17,,3,,"1,349",185,Asia
Belize,18,,2,,2,14,1,45,5,651,"1,637",North America
Fiji,18,1,,,3,15,,20,,,,Australia/Oceania
New Caledonia,18,,,,15,3,1,63,,"3,399","11,906",Australia/Oceania
Malawi,17,,2,,3,12,1,0.9,0.1,429,22,Africa
Dominica,16,,,,8,8,,222,,345,"4,793",North America
Namibia,16,,,,6,10,,6,,524,206,Africa
